4.6894,6.7229,7.2434,4.6108,8.3921,5.3471,4.6865
4.874,5.5462,3.8467,5.2614,7.4489,2.0024,5.6118
5.3425,6.6422,5.0723,7.4784,9.2379,5.5983,4.1181
9.7888,3.4323,4.5107,6.8756,5.5334,7.1305,5.1277
7.7708,6.7249,5.9799,4.4029,8.8166,3.417,6.9254
9.5495,6.7422,5.1916,7.0325,6.6323,6.6306,7.2085
4.1587,9.154,6.9468,4.8227,6.2233,6.7652,3.0433
6.6347,7.091,4.9957,5.8133,6.7031,5.4814,5.7612
4.0224,4.7744,4.947,3.6551,6.2011,6.7452,7.7946
5.522,4.3508,7.7728,4.9952,7.324,8.2266,7.579
6.3106,6.8662,6.8266,4.8792,5.284,5.8252,5.4592
7.1463,6.767,6.2322,5.5881,7.7071,6.0009,6.326
3.8099,5.386,3.8679,5.2492,6.4312,6.2145,4.1968
4.4407,4.61,7.7861,4.6296,6.8328,2.3149,5.3228
7.5535,4.6979,6.0463,6.2921,8.7355,7.0192,6.5772
7.9562,5.0399,6.4363,5.4748,4.3653,5.1808,4.4306
6.0092,6.4801,4.9285,5.4824,5.0149,4.8869,8.6098
4.9943,4.3021,4.7952,7.9344,6.3812,7.6878,7.3249
5.7961,5.0255,6.6304,5.8063,5.9022,6.0027,7.692
6.4084,6.4433,6.821,4.7557,4.8463,5.831,3.5806
7.1742,5.2873,3.6188,5.0455,7.614,6.371,5.7401
5.8664,4.9505,8.3404,4.3524,6.2996,3.4457,6.4782
5.2204,9.5641,8.3947,2.9275,6.6569,5.9752,4.7745
4.2028,4.4202,6.5501,8.5031,8.1409,5.9106,2.991
8.214,6.4741,4.7244,8.4737,7.4828,5.7857,4.8636
5.2738,8.1823,4.9101,7.474,4.3705,7.6279,7.7916
6.1665,5,6.4758,5.1488,5.7933,5.1056,7.0693
4.1723,5.7894,6.5292,4.6035,5.3554,5.2144,3.3504
8.9668,4.9101,4.8316,5.2906,6.9725,7.0394,5.845
3.415,5.2758,3.3075,7.3606,4.7677,4.4376,5.5294
6.7326,6.3486,5.5945,4.5325,5.9838,7.1475,7.2825
6.2282,3.43,2.4093,6.2718,5.9026,5.0588,5.6721
3.9691,7.2308,6.8934,7.0446,4.9468,5.4206,7.8998
7.5385,6.9655,7.2017,5.6572,5.1534,7.6772,7.1497
3.6322,6.42,5.1684,4.9265,7.3571,7.7914,5.3339
9.3662,5.7214,4.9808,6.1535,4.0382,7.6347,6.4024
7.0538,5.2612,6.0656,5.4445,4.9484,6.0983,3.5849
4.6264,4.8631,8.5614,5.7202,4.09,5.746,5.0344
7.997,5.7125,6.4673,5.2242,2.5356,8.0107,5.9876
3.609,7.1217,4.6995,7.0642,6.6791,7.8596,3.333
6.8349,8.0018,8.3342,8.2409,3.0532,6.9731,6.5545
8.8766,5.605,8.541,3.8781,5.9943,4.6705,4.8871
5.2116,7.1489,4.993,6.21,5.8838,4.6806,7.2596
6.6229,6.6663,4.8635,6.6754,5.2117,9.695,4.8635
6.2898,6.6923,5.8588,4.9289,7.1857,5.4431,6.7059
6.8328,6.04,5.119,7.8932,6.3756,5.7764,5.3285
4.9374,8.3399,5.1012,4.3963,3.7108,3.1771,5.0794
5.2932,6.7692,6.4891,4.731,6.8406,7.6553,5.9549
5.1821,7.5995,4.5908,3.6747,6.7705,6.7888,4.9874
4.1663,7.3638,6.3559,5.7719,5.0934,5.4485,3.9485
5.9156,7.9588,4.0712,5.075,7.6394,5.9263,6.3929
6.286,5.9486,5.8424,5.3691,4.6006,6.3299,6.7696
6.6586,7.4046,4.146,7.0483,7.5626,9.3301,5.63
4.6019,4.8468,4.6512,7.6924,4.4763,6.1473,5.5407
6.7655,6.6039,5.0772,7.5383,7.2228,7.3842,5.6655
3.1793,5.3915,6.5605,6.6905,3.3818,2.1403,7.9394
9.4608,5.9171,5.4098,5.3882,4.5603,4.9023,5.4974
4.0976,5.9459,5.2229,5.8575,8.5656,5.633,6.1616
6.458,7.4228,9.4242,6.5393,5.9049,8.9583,5.4732
3.5086,6.0463,5.1542,7.4283,8.8057,5.9003,5.098
7.5578,6.3768,7.2235,6.1488,6.055,4.8693,7.9541
5.0277,8.2337,6.8565,6.6982,6.3455,8.4256,7.3629
5.5137,5.353,8.3597,7.9298,4.9936,10.051,5.7516
6.7104,5.6251,7.1479,8.3199,6.3979,9.2181,9.0374
6.0567,6.0081,4.4934,4.3912,2.7165,8.2652,10.04
6.3059,6.107,5.905,7.2581,7.1892,6.2875,5.1189
5.6059,4.4779,4.6249,7.1477,5.7825,3.8414,4.1286
2.4179,5.8146,5.2851,6.0761,6.0693,3.8419,6.3458
3.6695,5.7139,7.0859,8.3688,8.9757,5.2847,3.1854
3.9364,3.7842,3.6363,4.526,6.5551,7.8827,5.8619
3.1282,5.8039,4.1699,3.7481,5.9673,5.3548,9.0734
3.6818,3.5433,5.7123,7.0137,4.1399,5.2793,5.4541
4.1663,5.0521,4.1427,6.806,4.8243,3.7856,6.5997
5.6741,6.3709,6.988,4.0572,4.1478,6.567,2.9698
3.7619,5.5158,8.6538,5.2469,5.1918,6.8018,3.8776
5.443,5.6697,6.4626,7.9793,8.5163,7.3155,7.5012
5.1028,6.6836,6.0452,4.5821,6.6748,5.6796,9.2679
6.4528,6.0128,4.6656,7.5773,4.2965,9.172,3.0187
7.163,6.3804,5.7373,4.0531,5.6414,5.5523,6.5058
6.5027,6.4568,8.6803,6.2878,5.0321,6.9865,4.0574
5.2643,4.1099,6.2627,8.3897,6.9048,7.7731,3.8129
